"2019-08-24 16:31:57,204 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 16:31:58,539 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 16:31:58,837 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 16:31:58,877 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 16:31:59,047 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 16:31:59,076 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 16:32:00,529 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 16:32:01,026 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:32:01,026 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:32:01,582 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 16:32:02,248 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 16:32:02,292 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 16:32:02,363 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 16:32:02,482 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 16:32:02,516 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 16:32:03,035 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 16:32:03,151 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:32:03,173 - intersect.py[line:48] - INFO: get intersect data_instances!"
