"2019-08-10 05:27:19,730 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-10 05:27:24,743 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-10 05:27:24,784 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-10 05:27:24,867 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-10 05:27:25,003 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-10 05:27:25,041 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-10 05:27:28,953 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-10 05:27:29,407 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-10 05:27:29,407 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-10 05:27:30,177 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-10 05:27:34,283 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-10 05:27:34,308 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-10 05:27:34,365 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-10 05:27:34,518 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-10 05:27:34,542 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-10 05:27:38,930 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-10 05:27:39,084 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-10 05:27:39,208 - intersect.py[line:48] - INFO: get intersect data_instances!"
