"2019-08-22 13:24:01,101 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 13:24:06,068 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 13:24:06,181 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 13:24:06,480 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 13:24:06,713 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 13:24:06,874 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 13:24:11,240 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 13:24:11,601 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 13:24:11,957 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 13:24:12,618 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 13:24:16,134 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 13:24:16,291 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 13:24:16,385 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 13:24:16,615 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 13:24:16,643 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 13:24:20,001 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 13:24:20,304 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 13:24:20,324 - intersect.py[line:48] - INFO: get intersect data_instances!"
