"2019-08-24 13:16:24,650 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 13:16:29,308 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 13:16:29,377 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 13:16:30,379 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 13:16:30,611 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 13:16:30,643 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 13:16:35,134 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 13:16:35,433 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 13:16:35,443 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 13:16:36,366 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 13:16:41,609 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 13:16:41,637 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 13:16:41,662 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 13:16:41,855 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 13:16:41,890 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 13:16:45,690 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 13:16:46,087 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 13:16:46,100 - intersect.py[line:48] - INFO: get intersect data_instances!"
