"2019-08-24 16:24:35,060 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 16:24:36,861 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 16:24:36,908 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 16:24:36,957 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 16:24:37,072 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 16:24:37,101 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 16:24:38,687 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 16:24:39,010 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:24:39,028 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:24:39,533 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-24 16:24:40,332 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-24 16:24:40,355 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-24 16:24:40,442 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-24 16:24:40,533 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-24 16:24:40,554 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-24 16:24:41,006 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-24 16:24:41,141 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-24 16:24:41,155 - intersect.py[line:48] - INFO: get intersect data_instances!"
