"2019-08-22 03:12:05,616 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 03:12:11,588 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 03:12:11,661 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 03:12:11,686 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 03:12:12,070 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 03:12:12,084 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 03:12:16,386 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 03:12:16,613 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 03:12:16,672 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 03:12:17,306 - intersect.py[line:133] - INFO: Join id role is guest"
"2019-08-22 03:12:21,654 - intersect.py[line:80] - INFO: Send id role is host"
"2019-08-22 03:12:21,674 - intersect.py[line:99] - INFO: Remote data_sid to role-join"
"2019-08-22 03:12:21,734 - intersect.py[line:160] - INFO: Get intersect_host_ids from role-send"
"2019-08-22 03:12:21,893 - intersect.py[line:162] - INFO: Finish intersect_ids computing"
"2019-08-22 03:12:21,921 - intersect.py[line:183] - INFO: Remote intersect ids to role-send"
"2019-08-22 03:12:26,142 - intersect.py[line:123] - INFO: Get intersect ids from role-join!"
"2019-08-22 03:12:26,515 - intersect.py[line:48] - INFO: get intersect data_instances!"
"2019-08-22 03:12:26,519 - intersect.py[line:48] - INFO: get intersect data_instances!"
